client_id;anciennete_mois;nb_commandes_12m;panier_moyen_eur;jours_depuis_derniere_cmd;programme_fidelite;score_churn_pct;segment_churn;action_crm_recommandee;churn
1048;2;3;56.05;154;1;0.1;Stable 🟢;Newsletter standard;0
1049;7;4;14.12;121;1;0.1;Stable 🟢;Newsletter standard;0
1050;82;4;36.88;124;1;3.1;Stable 🟢;Newsletter standard;0
1051;34;3;8.31;150;1;0.1;Stable 🟢;Newsletter standard;0
1052;17;2;67.86;268;1;1.0;Stable 🟢;Newsletter standard;0
1053;43;3;8.05;327;1;82.5;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1054;59;7;13.98;1;1;0.1;Stable 🟢;Newsletter standard;0
1055;51;2;7.15;161;1;0.1;Stable 🟢;Newsletter standard;0
1056;54;3;38.41;244;1;1.0;Stable 🟢;Newsletter standard;0
1057;24;3;147.59;251;1;1.0;Stable 🟢;Newsletter standard;0
1058;25;9;189.92;64;1;0.1;Stable 🟢;Newsletter standard;0
1059;71;1;5.97;299;1;95.3;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1060;52;3;80.53;248;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1061;70;9;92.26;297;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1062;33;3;61.05;115;0;1.2;Stable 🟢;Newsletter standard;0
1063;49;5;87.97;295;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1064;29;3;21.29;1;1;0.1;Stable 🟢;Newsletter standard;0
1065;63;6;53.81;41;0;1.3;Stable 🟢;Newsletter standard;0
1066;22;6;39.66;173;1;0.1;Stable 🟢;Newsletter standard;0
1067;26;5;7.52;88;0;1.8;Stable 🟢;Newsletter standard;0
1068;28;4;78.59;98;0;1.4;Stable 🟢;Newsletter standard;0
1069;49;3;54.69;88;0;1.4;Stable 🟢;Newsletter standard;0
1070;71;4;25.75;251;1;1.0;Stable 🟢;Newsletter standard;0
1071;81;3;51.35;335;1;75.1;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1072;49;2;119.44;141;1;0.1;Stable 🟢;Newsletter standard;0
1073;20;3;129.42;71;1;0.1;Stable 🟢;Newsletter standard;0
1074;63;5;83.88;137;1;1.6;Stable 🟢;Newsletter standard;0
1075;61;4;50.45;99;1;0.1;Stable 🟢;Newsletter standard;0
1076;49;4;68.59;151;0;13.4;Stable 🟢;Newsletter standard;0
1077;71;7;38.89;175;0;1.9;Stable 🟢;Newsletter standard;0
1078;1;2;10.82;167;0;2.4;Stable 🟢;Newsletter standard;0
1079;13;6;38.97;343;0;99.6;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1080;51;7;60.46;257;0;99.3;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1081;56;5;73.07;224;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1082;83;2;219.66;330;1;1.0;Stable 🟢;Newsletter standard;0
1083;62;5;120.17;65;1;0.1;Stable 🟢;Newsletter standard;0
1084;32;0;13.19;69;0;83.0;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1085;30;3;15.31;67;1;3.5;Stable 🟢;Newsletter standard;0
1086;29;5;8.47;50;1;0.1;Stable 🟢;Newsletter standard;0
1087;49;5;107.21;314;0;98.7;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1088;45;9;97.97;309;1;0.9;Stable 🟢;Newsletter standard;0
1089;30;1;343.6;91;0;23.7;Stable 🟢;Newsletter standard;0
1090;16;4;59.06;115;0;1.4;Stable 🟢;Newsletter standard;0
1091;40;2;140.09;57;1;0.1;Stable 🟢;Newsletter standard;0
1092;19;5;68.72;342;1;1.1;Stable 🟢;Newsletter standard;0
1093;18;3;165.77;18;0;1.2;Stable 🟢;Newsletter standard;0
1094;1;6;102.13;272;1;73.3;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1095;78;5;82.38;130;1;0.1;Stable 🟢;Newsletter standard;0
1096;47;5;66.62;269;1;1.0;Stable 🟢;Newsletter standard;0
1097;66;2;102.69;80;1;0.1;Stable 🟢;Newsletter standard;0
1098;38;3;43.53;299;1;1.0;Stable 🟢;Newsletter standard;0
1099;51;2;8.13;310;1;0.9;Stable 🟢;Newsletter standard;0
1100;63;6;3.26;202;0;98.9;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1101;4;3;52.16;225;1;1.0;Stable 🟢;Newsletter standard;0
1102;1;0;73.16;159;1;7.0;Stable 🟢;Newsletter standard;0
1103;8;7;6.57;204;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1104;29;4;27.05;137;1;0.1;Stable 🟢;Newsletter standard;0
1105;55;5;31.09;73;1;0.1;Stable 🟢;Newsletter standard;0
1106;3;4;66.19;48;0;1.2;Stable 🟢;Newsletter standard;0
1107;32;6;26.11;18;0;1.3;Stable 🟢;Newsletter standard;0
1108;10;4;8.04;267;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1109;74;4;14.41;340;1;1.1;Stable 🟢;Newsletter standard;0
1110;83;2;15.29;19;0;1.3;Stable 🟢;Newsletter standard;0
1111;34;5;147.97;100;0;12.6;Stable 🟢;Newsletter standard;1
1112;55;3;26.76;116;0;8.8;Stable 🟢;Newsletter standard;0
1113;32;2;100.33;346;1;1.1;Stable 🟢;Newsletter standard;0
1114;50;1;67.12;74;1;4.7;Stable 🟢;Newsletter standard;0
1115;7;4;301.92;280;1;1.0;Stable 🟢;Newsletter standard;0
1116;8;4;25.49;269;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1117;65;6;13.79;125;1;0.1;Stable 🟢;Newsletter standard;0
1118;57;5;4.28;116;1;0.1;Stable 🟢;Newsletter standard;0
1119;67;4;22.06;174;1;0.1;Stable 🟢;Newsletter standard;0
1120;59;0;92.18;181;1;76.5;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1121;72;5;7.13;226;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1122;54;2;22.45;157;0;1.6;Stable 🟢;Newsletter standard;0
1123;67;5;154.65;164;0;1.7;Stable 🟢;Newsletter standard;0
1124;51;1;69.96;71;1;3.8;Stable 🟢;Newsletter standard;0
1125;8;7;5.76;222;1;1.0;Stable 🟢;Newsletter standard;0
1126;34;2;3.91;126;1;0.1;Stable 🟢;Newsletter standard;0
1127;35;3;5.05;145;1;0.1;Stable 🟢;Newsletter standard;0
1128;78;5;227.61;176;1;0.1;Stable 🟢;Newsletter standard;0
1129;32;4;151.7;152;0;1.3;Stable 🟢;Newsletter standard;0
1130;46;5;149.12;182;0;98.3;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1131;16;6;206.39;347;1;1.1;Stable 🟢;Newsletter standard;0
1132;68;4;56.3;85;1;0.1;Stable 🟢;Newsletter standard;0
1133;37;3;22.73;364;1;1.1;Stable 🟢;Newsletter standard;0
1134;54;4;41.05;121;1;0.1;Stable 🟢;Newsletter standard;0
1135;14;4;101.51;129;0;1.4;Stable 🟢;Newsletter standard;0
1136;55;5;167.02;6;0;1.2;Stable 🟢;Newsletter standard;0
1137;48;5;45.69;334;1;87.4;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1138;82;7;61.32;183;1;0.7;Stable 🟢;Newsletter standard;0
1139;7;3;214.8;38;1;2.8;Stable 🟢;Newsletter standard;0
1140;74;1;9.1;116;1;4.3;Stable 🟢;Newsletter standard;0
1141;7;7;158.61;102;0;48.5;Risque moyen 🟠;Email personnalisé + points fidélité;1
1142;33;3;13.88;8;0;1.2;Stable 🟢;Newsletter standard;0
1143;23;4;52.91;218;1;1.0;Stable 🟢;Newsletter standard;0
1144;19;5;19.72;207;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1145;19;4;73.89;78;1;0.1;Stable 🟢;Newsletter standard;0
1146;36;3;65.42;55;1;0.1;Stable 🟢;Newsletter standard;0
1147;29;9;38.24;304;1;1.0;Stable 🟢;Newsletter standard;0
1148;60;4;159.2;228;1;1.0;Stable 🟢;Newsletter standard;0
1149;82;2;86.26;88;1;0.1;Stable 🟢;Newsletter standard;0
1150;2;2;102.18;10;1;0.1;Stable 🟢;Newsletter standard;0
1151;1;1;13.06;308;0;99.9;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1152;47;3;171.76;290;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1153;69;3;14.62;164;1;8.3;Stable 🟢;Newsletter standard;0
1154;20;10;20.16;239;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1155;11;8;10.96;317;1;0.9;Stable 🟢;Newsletter standard;0
1156;2;2;46.44;144;1;0.1;Stable 🟢;Newsletter standard;0
1157;67;4;174.93;335;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1158;12;3;23.28;18;0;1.3;Stable 🟢;Newsletter standard;0
1159;20;4;37.44;71;0;12.9;Stable 🟢;Newsletter standard;0
1160;5;4;149.7;175;1;5.8;Stable 🟢;Newsletter standard;0
1161;37;4;76.95;342;1;1.1;Stable 🟢;Newsletter standard;0
1162;38;3;111.42;288;1;1.0;Stable 🟢;Newsletter standard;0
1163;9;4;19.26;299;0;99.1;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1164;53;5;100.84;339;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1165;44;1;20.66;248;0;100.0;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1166;24;5;349.38;193;1;1.0;Stable 🟢;Newsletter standard;0
1167;81;2;65.66;325;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1168;74;4;95.16;306;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1169;30;3;10.08;268;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1170;59;4;23.08;204;1;1.0;Stable 🟢;Newsletter standard;0
1171;81;4;12.04;341;1;1.0;Stable 🟢;Newsletter standard;0
1172;81;2;39.57;123;1;0.1;Stable 🟢;Newsletter standard;0
1173;14;7;26.74;58;1;0.1;Stable 🟢;Newsletter standard;0
1174;9;2;105.62;339;1;1.1;Stable 🟢;Newsletter standard;0
1175;40;3;9.21;201;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1176;66;5;111.57;112;0;1.4;Stable 🟢;Newsletter standard;0
1177;25;4;3.74;128;1;0.1;Stable 🟢;Newsletter standard;0
1178;73;5;18.05;36;0;1.4;Stable 🟢;Newsletter standard;0
1179;22;2;125.6;234;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1180;4;5;108.62;310;0;98.7;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1181;26;3;51.75;47;0;1.3;Stable 🟢;Newsletter standard;0
1182;58;5;4.1;115;0;7.4;Stable 🟢;Newsletter standard;0
1183;29;4;75.31;255;1;1.0;Stable 🟢;Newsletter standard;0
1184;37;4;41.77;223;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1185;75;3;30.45;124;0;1.2;Stable 🟢;Newsletter standard;0
1186;70;7;81.82;160;0;1.7;Stable 🟢;Newsletter standard;0
1187;18;4;45.9;96;1;2.2;Stable 🟢;Newsletter standard;0
1188;42;7;7.76;107;1;0.1;Stable 🟢;Newsletter standard;0
1189;41;8;198.11;120;0;1.2;Stable 🟢;Newsletter standard;0
1190;38;1;120.58;101;1;85.9;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1191;34;4;4.64;103;0;12.1;Stable 🟢;Newsletter standard;0
1192;17;1;59.57;166;1;6.6;Stable 🟢;Newsletter standard;0
1193;37;3;6.96;186;1;0.9;Stable 🟢;Newsletter standard;0
1194;25;8;145.26;32;1;0.1;Stable 🟢;Newsletter standard;0
1195;76;6;75.95;66;1;0.1;Stable 🟢;Newsletter standard;0
1196;27;5;15.14;179;0;1.9;Stable 🟢;Newsletter standard;0
1197;57;4;1.68;267;1;1.0;Stable 🟢;Newsletter standard;0
1198;31;7;2.57;37;0;1.7;Stable 🟢;Newsletter standard;0
1199;6;9;56.64;201;1;1.0;Stable 🟢;Newsletter standard;0
1200;40;4;106.05;358;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1201;12;1;10.3;49;1;4.3;Stable 🟢;Newsletter standard;0
1202;53;9;20.01;275;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1203;71;4;31.71;168;0;1.9;Stable 🟢;Newsletter standard;0
1204;10;5;19.68;263;1;1.0;Stable 🟢;Newsletter standard;0
1205;45;2;39.72;133;1;0.1;Stable 🟢;Newsletter standard;0
1206;17;4;65.61;298;0;99.1;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1207;26;3;92.4;344;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1208;62;5;265.44;176;1;0.1;Stable 🟢;Newsletter standard;0
1209;46;8;213.71;11;0;1.3;Stable 🟢;Newsletter standard;0
1210;64;5;67.54;201;1;1.0;Stable 🟢;Newsletter standard;0
1211;2;5;105.99;297;1;66.3;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1212;54;3;241.07;3;1;0.1;Stable 🟢;Newsletter standard;0
1213;65;9;6.97;214;0;99.3;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1214;51;3;0.45;296;1;1.0;Stable 🟢;Newsletter standard;0
1215;53;4;2.42;307;0;99.3;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1216;36;3;66.29;32;0;1.2;Stable 🟢;Newsletter standard;0
1217;26;3;115.12;48;1;0.1;Stable 🟢;Newsletter standard;0
1218;29;2;36.59;327;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1219;21;6;63.04;252;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1220;11;4;58.11;199;1;1.0;Stable 🟢;Newsletter standard;0
1221;40;3;7.97;89;1;0.1;Stable 🟢;Newsletter standard;0
1222;11;3;31.04;109;1;0.1;Stable 🟢;Newsletter standard;0
1223;36;5;1.57;291;0;98.1;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1224;59;5;9.39;108;0;1.7;Stable 🟢;Newsletter standard;0
1225;39;2;133.64;40;1;2.7;Stable 🟢;Newsletter standard;0
1226;54;5;141.48;52;1;3.3;Stable 🟢;Newsletter standard;0
1227;55;7;129.54;112;0;1.3;Stable 🟢;Newsletter standard;0
1228;24;5;103.81;295;1;37.9;Risque moyen 🟠;Email personnalisé + points fidélité;0
1229;22;5;126.12;68;0;1.3;Stable 🟢;Newsletter standard;0
1230;69;6;88.93;189;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1231;56;2;88.65;332;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1232;33;4;88.06;209;1;1.0;Stable 🟢;Newsletter standard;0
1233;36;1;57.73;65;0;68.7;Risque élevé 🔴;Appel CRM + offre de rétention -20%;0
1234;20;2;36.12;62;0;1.3;Stable 🟢;Newsletter standard;0
1235;83;2;104.8;258;0;99.0;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1236;81;2;28.38;134;1;0.1;Stable 🟢;Newsletter standard;0
1237;62;2;62.63;122;1;0.1;Stable 🟢;Newsletter standard;0
1238;73;2;45.44;331;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1239;26;3;25.91;171;1;0.1;Stable 🟢;Newsletter standard;0
1240;66;5;294.12;210;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1241;73;5;23.95;296;1;1.0;Stable 🟢;Newsletter standard;0
1242;73;5;29.6;89;1;0.1;Stable 🟢;Newsletter standard;0
1243;40;1;14.1;167;1;5.7;Stable 🟢;Newsletter standard;0
1244;17;6;138.52;28;0;1.3;Stable 🟢;Newsletter standard;0
1245;1;4;70.67;238;1;1.0;Stable 🟢;Newsletter standard;0
1246;61;6;75.95;336;1;1.1;Stable 🟢;Newsletter standard;0
1247;43;7;137.43;63;1;0.1;Stable 🟢;Newsletter standard;0
1248;42;7;33.6;255;1;1.0;Stable 🟢;Newsletter standard;0
1249;25;4;17.22;41;1;0.1;Stable 🟢;Newsletter standard;0
1250;39;6;17.69;29;1;0.1;Stable 🟢;Newsletter standard;0
1251;35;3;105.53;279;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1252;3;5;76.18;80;1;0.1;Stable 🟢;Newsletter standard;0
1253;44;5;18.49;51;1;0.1;Stable 🟢;Newsletter standard;0
1254;51;5;12.54;112;1;0.1;Stable 🟢;Newsletter standard;0
1255;12;4;10.29;361;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1256;19;6;79.07;301;1;1.0;Stable 🟢;Newsletter standard;0
1257;44;3;0.01;90;1;0.1;Stable 🟢;Newsletter standard;0
1258;59;6;1.48;229;1;71.9;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1259;49;3;39.49;150;0;0.8;Stable 🟢;Newsletter standard;0
1260;61;3;94.04;243;1;1.0;Stable 🟢;Newsletter standard;0
1261;17;3;95.01;138;1;0.1;Stable 🟢;Newsletter standard;0
1262;74;4;44.99;135;0;1.4;Stable 🟢;Newsletter standard;0
1263;57;4;93.97;89;1;0.1;Stable 🟢;Newsletter standard;0
1264;55;3;58.9;15;1;0.1;Stable 🟢;Newsletter standard;0
1265;47;6;301.54;333;1;88.6;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1266;12;2;14.18;362;1;1.1;Stable 🟢;Newsletter standard;0
1267;62;3;73.44;174;0;26.4;Stable 🟢;Newsletter standard;0
1268;80;4;54.06;90;1;0.8;Stable 🟢;Newsletter standard;0
1269;83;6;17.3;213;1;0.9;Stable 🟢;Newsletter standard;0
1270;8;5;110.9;343;1;1.1;Stable 🟢;Newsletter standard;0
1271;21;5;25.78;61;1;0.1;Stable 🟢;Newsletter standard;0
1272;81;1;38.46;364;0;99.9;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1273;80;3;37.58;220;1;0.9;Stable 🟢;Newsletter standard;0
1274;70;7;22.4;61;0;1.4;Stable 🟢;Newsletter standard;0
1275;72;4;45.07;307;1;1.0;Stable 🟢;Newsletter standard;0
1276;25;3;51.3;166;1;5.0;Stable 🟢;Newsletter standard;0
1277;82;2;109.08;12;1;5.1;Stable 🟢;Newsletter standard;0
1278;12;3;115.88;216;1;83.6;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1279;15;2;13.81;77;1;0.1;Stable 🟢;Newsletter standard;0
1280;59;4;71.87;232;1;1.0;Stable 🟢;Newsletter standard;0
1281;26;6;181.22;112;1;0.1;Stable 🟢;Newsletter standard;0
1282;26;2;9.21;66;1;0.1;Stable 🟢;Newsletter standard;0
1283;47;9;51.23;182;0;99.4;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1284;32;3;111.02;204;1;1.0;Stable 🟢;Newsletter standard;0
1285;10;4;75.64;206;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1286;16;1;8.48;286;1;96.0;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1287;71;2;40.41;105;1;0.1;Stable 🟢;Newsletter standard;0
1288;17;1;56.62;242;1;96.0;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1289;23;5;438.69;235;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1290;26;5;15.74;176;0;2.2;Stable 🟢;Newsletter standard;0
1291;7;7;323.3;211;0;99.7;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1292;14;5;37.75;31;1;0.1;Stable 🟢;Newsletter standard;0
1293;79;3;17.88;235;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1294;7;4;42.77;242;0;98.9;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1295;9;4;76.15;153;0;1.4;Stable 🟢;Newsletter standard;0
1296;48;3;19.21;196;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1297;72;4;27.56;269;1;1.0;Stable 🟢;Newsletter standard;0
1298;59;4;154.23;170;1;0.1;Stable 🟢;Newsletter standard;0
1299;82;7;553.38;357;1;17.2;Stable 🟢;Newsletter standard;0
1300;39;6;30.64;323;1;1.1;Stable 🟢;Newsletter standard;0
1301;18;3;12.89;336;1;1.1;Stable 🟢;Newsletter standard;0
1302;59;6;126.07;232;1;1.0;Stable 🟢;Newsletter standard;0
1303;17;3;73.39;184;1;0.9;Stable 🟢;Newsletter standard;0
1304;14;3;8.46;359;1;1.1;Stable 🟢;Newsletter standard;0
1305;31;3;234.65;275;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1306;24;2;6.5;32;1;0.1;Stable 🟢;Newsletter standard;0
1307;60;6;78.54;177;1;0.1;Stable 🟢;Newsletter standard;0
1308;45;7;44.12;65;1;0.1;Stable 🟢;Newsletter standard;0
1309;3;3;65.07;198;1;1.0;Stable 🟢;Newsletter standard;0
1310;37;4;19.18;27;1;6.3;Stable 🟢;Newsletter standard;0
1311;43;3;93.21;151;1;2.1;Stable 🟢;Newsletter standard;0
1312;40;7;256.95;303;1;1.0;Stable 🟢;Newsletter standard;0
1313;55;3;49.06;268;1;77.0;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1314;39;5;59.21;85;0;1.4;Stable 🟢;Newsletter standard;0
1315;15;4;21.94;66;0;1.6;Stable 🟢;Newsletter standard;0
1316;4;2;177.95;133;0;1.2;Stable 🟢;Newsletter standard;0
1317;25;2;283.72;82;1;3.3;Stable 🟢;Newsletter standard;0
1318;13;4;123.45;319;0;98.7;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1319;82;6;62.61;328;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1320;33;2;251.35;98;0;15.5;Stable 🟢;Newsletter standard;0
1321;16;3;13.36;73;0;1.5;Stable 🟢;Newsletter standard;0
1322;42;4;52.08;327;1;1.1;Stable 🟢;Newsletter standard;0
1323;66;5;61.71;30;0;1.4;Stable 🟢;Newsletter standard;0
1324;55;4;54.17;125;1;1.9;Stable 🟢;Newsletter standard;0
1325;42;1;129.73;210;0;100.0;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1326;34;4;88.79;272;0;99.5;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1327;30;5;10.83;213;1;84.7;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1328;13;2;34.03;133;1;2.2;Stable 🟢;Newsletter standard;0
1329;13;0;33.13;157;1;6.1;Stable 🟢;Newsletter standard;0
1330;18;4;66.71;47;0;1.4;Stable 🟢;Newsletter standard;0
1331;32;2;27.56;357;1;1.1;Stable 🟢;Newsletter standard;0
1332;39;2;9.98;363;1;1.1;Stable 🟢;Newsletter standard;0
1333;46;5;84.83;22;1;0.1;Stable 🟢;Newsletter standard;0
1334;29;1;152.32;83;1;3.9;Stable 🟢;Newsletter standard;0
1335;62;4;214.6;234;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1336;62;9;287.71;60;1;0.1;Stable 🟢;Newsletter standard;0
1337;57;6;121.54;188;1;1.0;Stable 🟢;Newsletter standard;0
1338;16;5;12.04;58;1;0.1;Stable 🟢;Newsletter standard;0
1339;56;0;153.45;259;0;100.0;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1340;10;3;40.86;162;1;3.2;Stable 🟢;Newsletter standard;0
1341;30;3;104.72;301;0;99.1;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1342;25;1;60.62;306;1;96.2;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1343;5;5;141.1;2;0;1.3;Stable 🟢;Newsletter standard;0
1344;65;2;44.34;271;1;21.3;Stable 🟢;Newsletter standard;0
1345;49;6;5.1;143;0;1.7;Stable 🟢;Newsletter standard;0
1346;3;2;65.1;188;1;64.3;Risque moyen 🟠;Email personnalisé + points fidélité;0
1347;45;4;15.03;352;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1348;14;5;269.38;341;1;1.1;Stable 🟢;Newsletter standard;0
1349;30;5;59.89;224;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1350;68;1;64.52;180;1;15.5;Stable 🟢;Newsletter standard;0
1351;18;3;190.24;23;1;0.1;Stable 🟢;Newsletter standard;0
1352;62;7;78.38;355;1;1.1;Stable 🟢;Newsletter standard;0
1353;37;3;28.85;37;1;0.1;Stable 🟢;Newsletter standard;0
1354;25;5;28.09;107;0;1.2;Stable 🟢;Newsletter standard;0
1355;48;3;55.7;297;1;1.0;Stable 🟢;Newsletter standard;0
1356;65;12;161.16;229;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1357;53;1;126.67;313;1;99.6;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1358;79;2;263.19;97;0;63.2;Risque moyen 🟠;Email personnalisé + points fidélité;1
1359;73;7;5.97;281;1;1.0;Stable 🟢;Newsletter standard;0
1360;15;2;24.99;110;1;0.1;Stable 🟢;Newsletter standard;0
1361;49;3;6.69;37;1;0.1;Stable 🟢;Newsletter standard;0
1362;68;4;111.25;40;1;0.1;Stable 🟢;Newsletter standard;0
1363;12;1;12.14;85;1;4.5;Stable 🟢;Newsletter standard;0
1364;59;4;8.42;302;1;1.0;Stable 🟢;Newsletter standard;0
1365;37;8;65.98;188;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1366;61;4;42.41;240;1;1.0;Stable 🟢;Newsletter standard;0
1367;43;6;100.45;358;1;1.1;Stable 🟢;Newsletter standard;0
1368;70;5;53.4;354;1;1.1;Stable 🟢;Newsletter standard;0
1369;39;3;44.32;19;0;1.3;Stable 🟢;Newsletter standard;0
1370;56;2;44.34;347;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1371;63;9;164.38;325;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1372;46;1;40.23;261;0;100.0;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1373;11;4;32.44;158;0;1.6;Stable 🟢;Newsletter standard;0
1374;62;7;33.06;304;1;1.0;Stable 🟢;Newsletter standard;0
1375;77;0;17.51;112;1;4.2;Stable 🟢;Newsletter standard;0
1376;25;8;157.68;144;1;0.1;Stable 🟢;Newsletter standard;0
1377;71;7;12.69;256;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1378;52;1;191.41;18;0;97.4;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1379;4;3;26.67;184;0;98.7;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1380;59;3;183.75;287;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1381;72;3;125.17;131;1;0.1;Stable 🟢;Newsletter standard;0
1382;20;3;69.78;281;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1383;63;4;88.56;245;1;1.0;Stable 🟢;Newsletter standard;0
1384;54;7;31.54;8;1;0.9;Stable 🟢;Newsletter standard;0
1385;74;8;68.31;193;1;1.0;Stable 🟢;Newsletter standard;0
1386;57;3;27.67;318;1;53.1;Risque moyen 🟠;Email personnalisé + points fidélité;0
1387;41;1;41.17;7;1;1.7;Stable 🟢;Newsletter standard;0
1388;3;4;115.74;136;1;0.1;Stable 🟢;Newsletter standard;0
1389;6;4;22.37;19;1;0.1;Stable 🟢;Newsletter standard;0
1390;5;2;146.03;139;1;0.1;Stable 🟢;Newsletter standard;0
1391;5;2;37.71;177;1;0.1;Stable 🟢;Newsletter standard;0
1392;54;6;60.77;11;0;1.3;Stable 🟢;Newsletter standard;0
